anonymous_id,context_app_name,context_app_version,context_ci_run,context_cpu,context_exec_info,context_library_name,context_library_version,context_os_name,context_os_version,context_python,destination_name,elapsed,event,event_category,event_name,event_text,id,loaded_at,original_timestamp,received_at,sent_at,success,timestamp,transaction_id,uuid_ts
8c45f93d27f72347a3604521e2d4c33b,,,FALSE,8,[],python-dlt,0.2.0a28,Linux,4.19.128-microsoft-standard,3.8.11,duckdb,1,pipeline_normalize,pipeline,normalize,pipeline_normalize,api-2NZ9qEPO4eL3GGMyfdfnihfy9Il,3/27/2023 13:40:45,<nil>,3/26/2023 20:02:04,3/26/2023 20:02:04,TRUE,3/26/2023 20:02:04,2fe3de08fdda7e379176140538478a0c,3/27/2023 13:40:45
8c45f93d27f72347a3604521e2d4c33b,,,FALSE,8,[],python-dlt,0.2.0a28,Linux,4.19.128-microsoft-standard,3.8.11,duckdb,0,pipeline_normalize,pipeline,normalize,pipeline_normalize,api-2NZSdUWRFgGHc3Z5vcJvPEtzJHr,3/27/2023 13:40:45,<nil>,3/26/2023 22:36:38,3/26/2023 22:36:38,TRUE,3/26/2023 22:36:38,2f573bae5c2cf67f9e7b7b111df761d1,3/27/2023 13:40:45
8c45f93d27f72347a3604521e2d4c33b,,,FALSE,8,[],python-dlt,0.2.0a28,Linux,4.19.128-microsoft-standard,3.8.11,duckdb,1,pipeline_normalize,pipeline,normalize,pipeline_normalize,api-2NZDi6OTj2pyGuPyAwIQnbAPTwL,3/27/2023 13:40:45,<nil>,3/26/2023 20:33:54,3/26/2023 20:33:53,TRUE,3/26/2023 20:33:54,932a09d696358f4dd00a4f7e1768c80d,3/27/2023 13:40:45
8c45f93d27f72347a3604521e2d4c33b,,,FALSE,8,[],python-dlt,0.2.0a28,Linux,4.19.128-microsoft-standard,3.8.11,duckdb,0,pipeline_normalize,pipeline,normalize,pipeline_normalize,api-2NZE3SyJuLWuJbWylo8XZtniESN,3/27/2023 13:40:45,<nil>,3/26/2023 20:36:44,3/26/2023 20:36:44,TRUE,3/26/2023 20:36:44,ee4b685542ff732733a01a90bd198aa2,3/27/2023 13:40:45
8c45f93d27f72347a3604521e2d4c33b,,,FALSE,8,[],python-dlt,0.2.0a28,Linux,4.19.128-microsoft-standard,3.8.11,duckdb,2,pipeline_normalize,pipeline,normalize,pipeline_normalize,api-2NZDhsh5Vx6YRbh01nSjo8F9lW8,3/27/2023 13:40:45,<nil>,3/26/2023 20:33:52,3/26/2023 20:33:51,TRUE,3/26/2023 20:33:52,af605805fc14de7167c8e65fb4a0e688,3/27/2023 13:40:45
8c45f93d27f72347a3604521e2d4c33b,,,FALSE,8,[],python-dlt,0.2.0a28,Linux,4.19.128-microsoft-standard,3.8.11,duckdb,1,pipeline_normalize,pipeline,normalize,pipeline_normalize,api-2NZF8C7hyZqiTnMOV9gdDKXQPTG,3/27/2023 13:40:45,<nil>,3/26/2023 20:45:34,3/26/2023 20:45:34,TRUE,3/26/2023 20:45:34,12d0d7b58476a1bee64099eed539339b,3/27/2023 13:40:45
8c45f93d27f72347a3604521e2d4c33b,,,FALSE,8,[],python-dlt,0.2.0a25,Linux,5.19.0-35-generic,3.10.6,postgres,34,pipeline_normalize,pipeline,normalize,pipeline_normalize,api-2N3QEny1FvUDbTUc0TxDrvtPrdv,3/27/2023 13:40:45,<nil>,3/15/2023 14:22:56,3/15/2023 14:22:55,TRUE,3/15/2023 14:22:56,8e07d1fba24cc0b6da10b4994f7fb119,3/27/2023 13:40:45
8c45f93d27f72347a3604521e2d4c33b,,,FALSE,8,[],python-dlt,0.2.0a25,Linux,5.19.0-35-generic,3.10.6,postgres,9,pipeline_normalize,pipeline,normalize,pipeline_normalize,api-2N3Q8X7OxCpyAOXAaEEEqNobzqH,3/27/2023 13:40:45,<nil>,3/15/2023 14:22:05,3/15/2023 14:22:05,TRUE,3/15/2023 14:22:05,8140d14e4ef06560b1e941a12fbaecac,3/27/2023 13:40:45
8c45f93d27f72347a3604521e2d4c33b,,,FALSE,8,[],python-dlt,0.2.0a25,Linux,5.19.0-35-generic,3.10.6,postgres,4,pipeline_normalize,pipeline,normalize,pipeline_normalize,api-2N3QGIDoiZk9qXYnRavVckIvX6y,3/27/2023 13:40:45,<nil>,3/15/2023 14:23:08,3/15/2023 14:23:08,TRUE,3/15/2023 14:23:08,d0c170bc6e43cae1d75df9f66776db56,3/27/2023 13:40:45
8c45f93d27f72347a3604521e2d4c33b,,,FALSE,12,[],python-dlt,0.2.0a26,Darwin,19.6.0,3.9.11,bigquery,0,pipeline_normalize,pipeline,normalize,pipeline_normalize,api-2N3ZDnYTrW9JagFOKLEy0Ly5Q46,3/27/2023 13:40:45,<nil>,3/15/2023 15:36:48,3/15/2023 15:36:47,TRUE,3/15/2023 15:36:48,d251d5f33c4e12e236af8417f802c1d6,3/27/2023 13:40:45
